date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:58:40	769660/769660	---M--	200	added ('OK')	image/jpeg	etag:%22a08fa3eba21cd61:0%22	http://ueb.edu.vn//Uploads/image/News/Thumbnails/2020/4/Thumbnails27482020094831.jpg	C:/Users/Bang%20Tran/Desktop/httpueb.vnu.edu.vn/ueb/ueb.edu.vn/Uploads/image/News/Thumbnails/2020/4/Thumbnails27482020094831.jpg	(from http://ueb.vnu.edu.vn/)
18:58:44	518531/518531	---M--	200	added ('OK')	image/jpeg	etag:%223764abf5e8dd51:0%22	http://ueb.edu.vn//Uploads/image/News/Thumbnails/2019/10/Thumbnails28102019021015.jpg	C:/Users/Bang%20Tran/Desktop/httpueb.vnu.edu.vn/ueb/ueb.edu.vn/Uploads/image/News/Thumbnails/2019/10/Thumbnails28102019021015.jpg	(from http://ueb.vnu.edu.vn/)
18:58:52	140683/140683	---M--	200	added ('OK')	image/jpeg	etag:%2214ede13cee2d41:0%22	http://ueb.edu.vn//Uploads/image/News/Thumbnails/2018/6/Thumbnails13122018031214.jpg	C:/Users/Bang%20Tran/Desktop/httpueb.vnu.edu.vn/ueb/ueb.edu.vn/Uploads/image/News/Thumbnails/2018/6/Thumbnails13122018031214.jpg	(from http://ueb.vnu.edu.vn/)
18:59:07	139960/139960	---M--	200	added ('OK')	image/jpeg	etag:%2233ee81f5abfcd31:0%22	http://ueb.edu.vn//Uploads/image/News/Thumbnails/2018/6/Thumbnails05022018040241.jpg	C:/Users/Bang%20Tran/Desktop/httpueb.vnu.edu.vn/ueb/ueb.edu.vn/Uploads/image/News/Thumbnails/2018/6/Thumbnails05022018040241.jpg	(from http://ueb.vnu.edu.vn/)
18:59:11	187139/187139	---M--	200	added ('OK')	image/jpeg	etag:%22a860d885ccdd41:0%22	http://ueb.edu.vn//Uploads/image/News/Thumbnails/2018/6/Thumbnails27082018110837.jpg	C:/Users/Bang%20Tran/Desktop/httpueb.vnu.edu.vn/ueb/ueb.edu.vn/Uploads/image/News/Thumbnails/2018/6/Thumbnails27082018110837.jpg	(from http://ueb.vnu.edu.vn/)
18:59:22	88795/88795	---M--	200	added ('OK')	image/jpeg	etag:%22674643cc33d6d31:0%22	http://ueb.edu.vn//Uploads/image/News/Thumbnails/2018/4/Thumbnails17062018050648.jpg	C:/Users/Bang%20Tran/Desktop/httpueb.vnu.edu.vn/ueb/ueb.edu.vn/Uploads/image/News/Thumbnails/2018/4/Thumbnails17062018050648.jpg	(from http://ueb.vnu.edu.vn/)
18:59:26	91737/91737	---M--	200	added ('OK')	image/jpeg	etag:%2226ce3ef82c9bd31:0%22	http://ueb.edu.vn//Uploads/image/News/Thumbnails/2018/2/Thumbnails01192018021916.jpg	C:/Users/Bang%20Tran/Desktop/httpueb.vnu.edu.vn/ueb/ueb.edu.vn/Uploads/image/News/Thumbnails/2018/2/Thumbnails01192018021916.jpg	(from http://ueb.vnu.edu.vn/)
18:59:35	599743/599743	---M--	200	added ('OK')	image/jpeg	etag:%2253fce2b67a1ed41:0%22	http://ueb.edu.vn//Uploads/image/News/Thumbnails/2018/7/Thumbnails18352018043549.jpg	C:/Users/Bang%20Tran/Desktop/httpueb.vnu.edu.vn/ueb/ueb.edu.vn/Uploads/image/News/Thumbnails/2018/7/Thumbnails18352018043549.jpg	(from http://ueb.vnu.edu.vn/)
18:59:41	120665/120665	---M--	200	added ('OK')	image/jpeg	etag:%223b817b7f23bd31:0%22	http://ueb.edu.vn//Uploads/image/News/Thumbnails/2017/10/Thumbnails03522017095256.jpg	C:/Users/Bang%20Tran/Desktop/httpueb.vnu.edu.vn/ueb/ueb.edu.vn/Uploads/image/News/Thumbnails/2017/10/Thumbnails03522017095256.jpg	(from http://ueb.vnu.edu.vn/)
18:59:47	75686/75686	---M--	200	added ('OK')	image/jpeg	etag:%22e869aaf92befd21:0%22	http://ueb.edu.vn//Uploads/image/News/Thumbnails/2017/6/Thumbnails27582017045849.jpg	C:/Users/Bang%20Tran/Desktop/httpueb.vnu.edu.vn/ueb/ueb.edu.vn/Uploads/image/News/Thumbnails/2017/6/Thumbnails27582017045849.jpg	(from http://ueb.vnu.edu.vn/)
18:59:54	175320/175320	---M--	200	added ('OK')	image/jpeg	etag:%2274b1337855cdd21:0%22	http://ueb.edu.vn//Uploads/image/News/Thumbnails/2017/5/Thumbnails15302017033011.jpg	C:/Users/Bang%20Tran/Desktop/httpueb.vnu.edu.vn/ueb/ueb.edu.vn/Uploads/image/News/Thumbnails/2017/5/Thumbnails15302017033011.jpg	(from http://ueb.vnu.edu.vn/)
19:00:05	111371/111371	---M--	200	added ('OK')	image/jpeg	etag:%22ebe4d850189d21:0%22	http://ueb.edu.vn//Uploads/image/News/Thumbnails/2017/2/Thumbnails17362017043629.jpg	C:/Users/Bang%20Tran/Desktop/httpueb.vnu.edu.vn/ueb/ueb.edu.vn/Uploads/image/News/Thumbnails/2017/2/Thumbnails17362017043629.jpg	(from http://ueb.vnu.edu.vn/)
19:00:10	175320/175320	---M--	200	added ('OK')	image/jpeg	etag:%223c1bdecd3189d21:0%22	http://ueb.edu.vn//Uploads/image/News/Thumbnails/2017/2/Thumbnails17232017102334.jpg	C:/Users/Bang%20Tran/Desktop/httpueb.vnu.edu.vn/ueb/ueb.edu.vn/Uploads/image/News/Thumbnails/2017/2/Thumbnails17232017102334.jpg	(from http://ueb.vnu.edu.vn/)
19:00:15	125105/125105	---M--	200	added ('OK')	image/jpeg	etag:%22bd65d4f17284d21:0%22	http://ueb.edu.vn//Uploads/image/News/Thumbnails/2017/2/Thumbnails11272017092716.jpg	C:/Users/Bang%20Tran/Desktop/httpueb.vnu.edu.vn/ueb/ueb.edu.vn/Uploads/image/News/Thumbnails/2017/2/Thumbnails11272017092716.jpg	(from http://ueb.vnu.edu.vn/)
19:00:28	114507/114507	---M--	200	added ('OK')	image/jpeg	etag:%221136ab179f7d11:0%22	http://ueb.edu.vn//Uploads/image/News/Thumbnails/2016/8/Thumbnails16452016114526.jpg	C:/Users/Bang%20Tran/Desktop/httpueb.vnu.edu.vn/ueb/ueb.edu.vn/Uploads/image/News/Thumbnails/2016/8/Thumbnails16452016114526.jpg	(from http://ueb.vnu.edu.vn/)
19:00:40	216646/216646	---M--	200	added ('OK')	image/jpeg	etag:%2288dfaf86a3f7d11:0%22	http://ueb.edu.vn//Uploads/image/News/Thumbnails/2016/8/Thumbnails16492016044948.jpg	C:/Users/Bang%20Tran/Desktop/httpueb.vnu.edu.vn/ueb/ueb.edu.vn/Uploads/image/News/Thumbnails/2016/8/Thumbnails16492016044948.jpg	(from http://ueb.vnu.edu.vn/)
19:00:42	13165/13165	---M--	200	added ('OK')	image/png	etag:%2280b5402d38bcc1:0%22	http://ueb.edu.vn//Uploads/image/News/Thumbnails/2011/10/Thumbnails15252011012504.png	C:/Users/Bang%20Tran/Desktop/httpueb.vnu.edu.vn/ueb/ueb.edu.vn/Uploads/image/News/Thumbnails/2011/10/Thumbnails15252011012504.png	(from http://ueb.vnu.edu.vn/)
19:00:44	94661/94661	---M--	200	added ('OK')	image/jpeg	etag:%22668d89ac65aad01:0%22	http://ueb.edu.vn//Uploads/image/News/Thumbnails/2015/6/Thumbnails19582015025805.jpg	C:/Users/Bang%20Tran/Desktop/httpueb.vnu.edu.vn/ueb/ueb.edu.vn/Uploads/image/News/Thumbnails/2015/6/Thumbnails19582015025805.jpg	(from http://ueb.vnu.edu.vn/)
19:00:45	16799/16799	---M--	200	added ('OK')	image/jpeg	etag:%22f4f5d77c38bcc1:0%22	http://ueb.edu.vn//Uploads/image/News/Thumbnails/2011/10/Thumbnails15272011012718.jpg	C:/Users/Bang%20Tran/Desktop/httpueb.vnu.edu.vn/ueb/ueb.edu.vn/Uploads/image/News/Thumbnails/2011/10/Thumbnails15272011012718.jpg	(from http://ueb.vnu.edu.vn/)
19:00:46	13165/13165	---M--	200	added ('OK')	image/png	etag:%22d6d5aff1ae3fcc1:0%22	http://ueb.edu.vn//Uploads/image/News/Thumbnails/2011/7/Thumbnails11432011044309.png	C:/Users/Bang%20Tran/Desktop/httpueb.vnu.edu.vn/ueb/ueb.edu.vn/Uploads/image/News/Thumbnails/2011/7/Thumbnails11432011044309.png	(from http://ueb.vnu.edu.vn/)
19:00:52	38204/38204	---M--	200	added ('OK')	image/jpeg	etag:%22b4615a3edd37cc1:0%22	http://ueb.edu.vn//Uploads/image/News/Thumbnails/2011/7/Thumbnails01542011055426.jpg	C:/Users/Bang%20Tran/Desktop/httpueb.vnu.edu.vn/ueb/ueb.edu.vn/Uploads/image/News/Thumbnails/2011/7/Thumbnails01542011055426.jpg	(from http://ueb.vnu.edu.vn/)
19:00:56	56895/56895	---M--	200	added ('OK')	image/jpeg	etag:%2242733a4c424cc1:0%22	http://ueb.edu.vn//Uploads/image/News/Thumbnails/2011/6/Thumbnails07392011103903.jpg	C:/Users/Bang%20Tran/Desktop/httpueb.vnu.edu.vn/ueb/ueb.edu.vn/Uploads/image/News/Thumbnails/2011/6/Thumbnails07392011103903.jpg	(from http://ueb.vnu.edu.vn/)
19:01:00	51625/51625	---M--	200	added ('OK')	image/jpeg	etag:%2256ff53396e27cc1:0%22	http://ueb.edu.vn//Uploads/image/News/Thumbnails/2011/6/Thumbnails10592011075924.jpg	C:/Users/Bang%20Tran/Desktop/httpueb.vnu.edu.vn/ueb/ueb.edu.vn/Uploads/image/News/Thumbnails/2011/6/Thumbnails10592011075924.jpg	(from http://ueb.vnu.edu.vn/)
19:01:02	5177/5177	---M--	200	added ('OK')	application/javascript	etag:%22ec143376851ed41:0%22	http://ueb.vnu.edu.vn/js/jQueryPagination.js	C:/Users/Bang%20Tran/Desktop/httpueb.vnu.edu.vn/ueb/ueb.vnu.edu.vn/js/jQueryPagination.js	(from http://ueb.vnu.edu.vn/)
19:01:03	43229/43229	---M--	200	added ('OK')	image/jpeg	etag:%224e726efcfdfecb1:0%22	http://ueb.edu.vn//Uploads/image/News/Thumbnails/2011/4/Thumbnails20552011085512.jpg	C:/Users/Bang%20Tran/Desktop/httpueb.vnu.edu.vn/ueb/ueb.edu.vn/Uploads/image/News/Thumbnails/2011/4/Thumbnails20552011085512.jpg	(from http://ueb.vnu.edu.vn/)
19:01:03	5407/5407	---M--	200	added ('OK')	image/jpeg	etag:%22c8aa5064a686d21:0%22	http://ueb.edu.vn/images/thongbao.jpg	C:/Users/Bang%20Tran/Desktop/httpueb.vnu.edu.vn/ueb/ueb.edu.vn/images/thongbao.jpg	(from http://ueb.vnu.edu.vn/)
19:01:04	6896/6896	---M--	200	added ('OK')	image/jpeg	etag:%226b9e646ba686d21:0%22	http://ueb.edu.vn/images/tuyensinhdaihoc.jpg	C:/Users/Bang%20Tran/Desktop/httpueb.vnu.edu.vn/ueb/ueb.edu.vn/images/tuyensinhdaihoc.jpg	(from http://ueb.vnu.edu.vn/)
19:01:06	7797/7797	---M--	200	added ('OK')	image/jpeg	etag:%226c87fc72a686d21:0%22	http://ueb.edu.vn/images/tuyensinhsaudaihoc.jpg	C:/Users/Bang%20Tran/Desktop/httpueb.vnu.edu.vn/ueb/ueb.edu.vn/images/tuyensinhsaudaihoc.jpg	(from http://ueb.vnu.edu.vn/)
19:01:06	21753/21753	---M--	200	added ('OK')	image/jpeg	etag:%224e135d2c185d21:0%22	http://ueb.edu.vn/images/sapdienra.jpg	C:/Users/Bang%20Tran/Desktop/httpueb.vnu.edu.vn/ueb/ueb.edu.vn/images/sapdienra.jpg	(from http://ueb.vnu.edu.vn/)
19:01:12	37065/37065	---M--	200	added ('OK')	image/jpeg	etag:%2280901cac5e80d21:0%22	http://ueb.vnu.edu.vn/Images/fb.jpg	C:/Users/Bang%20Tran/Desktop/httpueb.vnu.edu.vn/ueb/ueb.vnu.edu.vn/Images/fb.jpg	(from http://ueb.vnu.edu.vn/)
19:01:14	49121/49121	---M--	200	added ('OK')	image/jpeg	etag:%22807f39b95e80d21:0%22	http://ueb.vnu.edu.vn/Images/yt.jpg	C:/Users/Bang%20Tran/Desktop/httpueb.vnu.edu.vn/ueb/ueb.vnu.edu.vn/Images/yt.jpg	(from http://ueb.vnu.edu.vn/)
19:01:15	43/43	---M--	200	added ('OK')	image/gif	date:Tue,%2007%20Dec%202021%2012:01:15%20GMT	http://sstatic1.histats.com/0.gif?1981546&101	C:/Users/Bang%20Tran/Desktop/httpueb.vnu.edu.vn/ueb/sstatic1.histats.com/00d2a.gif	(from http://ueb.vnu.edu.vn/)
19:01:18	13517/13517	---M--	200	added ('OK')	application/javascript	etag:%22dea197aab0b1cf1:0%22	http://ueb.vnu.edu.vn/js/nivo-slider/jquery.nivo.slider.js	C:/Users/Bang%20Tran/Desktop/httpueb.vnu.edu.vn/ueb/ueb.vnu.edu.vn/js/nivo-slider/jquery.nivo.slider.js	(from http://ueb.vnu.edu.vn/)
19:01:20	49155/49155	---M--	200	added ('OK')	image/jpeg	etag:%2280602fbf5e80d21:0%22	http://ueb.vnu.edu.vn/Images/em.jpg	C:/Users/Bang%20Tran/Desktop/httpueb.vnu.edu.vn/ueb/ueb.vnu.edu.vn/Images/em.jpg	(from http://ueb.vnu.edu.vn/)
19:01:20	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2007%20Dec%202021%2012:01:19%20GMT	http://ueb.vnu.edu.vn/c	C:/Users/Bang%20Tran/Desktop/httpueb.vnu.edu.vn/ueb/ueb.vnu.edu.vn/c.73.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
19:01:20	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2007%20Dec%202021%2012:01:20%20GMT	http://ueb.vnu.edu.vn/b	C:/Users/Bang%20Tran/Desktop/httpueb.vnu.edu.vn/ueb/ueb.vnu.edu.vn/b.74.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
19:01:20	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2007%20Dec%202021%2012:01:20%20GMT	http://ueb.vnu.edu.vn/POST	C:/Users/Bang%20Tran/Desktop/httpueb.vnu.edu.vn/ueb/ueb.vnu.edu.vn/POST.75.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
19:01:21	325/325	---M--	200	added ('OK')	image/jpeg	etag:%221895b719348cb1:0%22	http://ueb.edu.vn/StyleSheets/images/title_bar_bg.jpg	C:/Users/Bang%20Tran/Desktop/httpueb.vnu.edu.vn/ueb/ueb.edu.vn/StyleSheets/images/title_bar_bg.jpg	(from http://ueb.edu.vn/StyleSheets/DHKT/Home.css)
19:01:24	20196/20196	---M--	200	added ('OK')	image/png	etag:%2243e95253d11d51:0%22	http://ueb.edu.vn/StyleSheets/images/logo.png	C:/Users/Bang%20Tran/Desktop/httpueb.vnu.edu.vn/ueb/ueb.edu.vn/StyleSheets/images/logo.png	(from http://ueb.edu.vn/StyleSheets/DHKT/Home.css)
19:01:26	50205/50205	---MC-	200	added ('OK')	text/javascript	date:Tue,%2002%20Nov%202021%2017:39:06%20GMT	http://www.google-analytics.com/analytics.js	C:/Users/Bang%20Tran/Desktop/httpueb.vnu.edu.vn/ueb/www.google-analytics.com/analytics.js	(from http://ueb.vnu.edu.vn/)
19:01:26	320/320	---M--	200	added ('OK')	image/jpeg	etag:%22747584709348cb1:0%22	http://ueb.edu.vn/StyleSheets/images/search_bar_bg.jpg	C:/Users/Bang%20Tran/Desktop/httpueb.vnu.edu.vn/ueb/ueb.edu.vn/StyleSheets/images/search_bar_bg.jpg	(from http://ueb.edu.vn/StyleSheets/DHKT/Home.css)
19:01:27	3795/3795	---M--	200	added ('OK')	image/png	etag:%227872c650ceaca1:0%22	http://ueb.edu.vn/StyleSheets/images/search_bg_02.png	C:/Users/Bang%20Tran/Desktop/httpueb.vnu.edu.vn/ueb/ueb.edu.vn/StyleSheets/images/search_bg_02.png	(from http://ueb.edu.vn/StyleSheets/DHKT/Home.css)
19:01:28	333/333	---M--	200	added ('OK')	image/jpeg	etag:%2262e0cc6f9348cb1:0%22	http://ueb.edu.vn/StyleSheets/images/outstanding_top3_bg.jpg	C:/Users/Bang%20Tran/Desktop/httpueb.vnu.edu.vn/ueb/ueb.edu.vn/StyleSheets/images/outstanding_top3_bg.jpg	(from http://ueb.edu.vn/StyleSheets/DHKT/Home.css)
19:01:29	7766/7766	---M--	200	added ('OK')	image/jpeg	etag:%22dc1d986a9348cb1:0%22	http://ueb.edu.vn/StyleSheets/Images/home_category_header_bg.jpg	C:/Users/Bang%20Tran/Desktop/httpueb.vnu.edu.vn/ueb/ueb.edu.vn/StyleSheets/Images/home_category_header_bg.jpg	(from http://ueb.edu.vn/StyleSheets/DHKT/Home.css)
19:01:29	309/309	---M--	200	added ('OK')	image/jpeg	etag:%22cae2426c9348cb1:0%22	http://ueb.edu.vn/StyleSheets/images/home_news_other.jpg	C:/Users/Bang%20Tran/Desktop/httpueb.vnu.edu.vn/ueb/ueb.edu.vn/StyleSheets/images/home_news_other.jpg	(from http://ueb.edu.vn/StyleSheets/DHKT/Home.css)
19:01:30	152/152	---M--	200	added ('OK')	image/gif	etag:%224420e679348cb1:0%22	http://ueb.edu.vn/StyleSheets/Images/4vuong.gif	C:/Users/Bang%20Tran/Desktop/httpueb.vnu.edu.vn/ueb/ueb.edu.vn/StyleSheets/Images/4vuong.gif	(from http://ueb.edu.vn/StyleSheets/DHKT/Home.css)
19:01:30	345/345	---M--	200	added ('OK')	image/jpeg	etag:%22a6b8d36a9348cb1:0%22	http://ueb.edu.vn/StyleSheets/images/home_menu_bg.jpg	C:/Users/Bang%20Tran/Desktop/httpueb.vnu.edu.vn/ueb/ueb.edu.vn/StyleSheets/images/home_menu_bg.jpg	(from http://ueb.edu.vn/StyleSheets/DHKT/Home.css)
19:01:31	7743/7743	---M--	200	added ('OK')	image/jpeg	etag:%224e6e1f719348cb1:0%22	http://ueb.edu.vn/StyleSheets/images/tab3_item_bg.jpg	C:/Users/Bang%20Tran/Desktop/httpueb.vnu.edu.vn/ueb/ueb.edu.vn/StyleSheets/images/tab3_item_bg.jpg	(from http://ueb.edu.vn/StyleSheets/DHKT/Home.css)
19:01:32	733/733	---M--	200	added ('OK')	image/jpeg	etag:%227cbc2a679348cb1:0%22	http://ueb.edu.vn/StyleSheets/images/adv_title_bg.jpg	C:/Users/Bang%20Tran/Desktop/httpueb.vnu.edu.vn/ueb/ueb.edu.vn/StyleSheets/images/adv_title_bg.jpg	(from http://ueb.edu.vn/StyleSheets/DHKT/Home.css)
19:01:34	11062/11062	---M--	200	added ('OK')	image/jpeg	etag:%229eb2acd6280d21:0%22	http://ueb.edu.vn/images/123.jpg	C:/Users/Bang%20Tran/Desktop/httpueb.vnu.edu.vn/ueb/ueb.edu.vn/images/123.jpg	(from http://ueb.vnu.edu.vn/css/trangchuTV_moi/navigation.css)
19:01:37	18266/18266	---M--	200	added ('OK')	image/png	etag:%22804a2a751adccf1:0%22	http://ueb.vnu.edu.vn/images/daudong.png	C:/Users/Bang%20Tran/Desktop/httpueb.vnu.edu.vn/ueb/ueb.vnu.edu.vn/images/daudong.png	(from http://ueb.vnu.edu.vn/css/trangchuTV_moi/style.css)
19:01:40	15767/15767	---M--	200	added ('OK')	image/jpeg	etag:%2280e647d285e6cf1:0%22	http://ueb.vnu.edu.vn/images/nutvuong.jpg	C:/Users/Bang%20Tran/Desktop/httpueb.vnu.edu.vn/ueb/ueb.vnu.edu.vn/images/nutvuong.jpg	(from http://ueb.vnu.edu.vn/css/trangchuTV_moi/style.css)
19:01:43	17557/17557	---M--	200	added ('OK')	image/jpeg	etag:%2280b2a74e2090cf1:0%22	http://ueb.vnu.edu.vn/images/Red/bg_top_left.jpg	C:/Users/Bang%20Tran/Desktop/httpueb.vnu.edu.vn/ueb/ueb.vnu.edu.vn/images/Red/bg_top_left.jpg	(from http://ueb.vnu.edu.vn/css/trangchuTV_moi/red.css)
19:01:46	16508/16508	---M--	200	added ('OK')	image/jpeg	etag:%220479f71f90cf1:0%22	http://ueb.vnu.edu.vn/images/Red/bg_top_right.jpg	C:/Users/Bang%20Tran/Desktop/httpueb.vnu.edu.vn/ueb/ueb.vnu.edu.vn/images/Red/bg_top_right.jpg	(from http://ueb.vnu.edu.vn/css/trangchuTV_moi/red.css)
19:01:49	599743/599743	---M--	200	added ('OK')	image/jpeg	etag:%225670c5a30bdd01:0%22	http://ueb.edu.vn//Uploads/image/News/Thumbnails/2015/7/Thumbnails13542015125416.jpg	C:/Users/Bang%20Tran/Desktop/httpueb.vnu.edu.vn/ueb/ueb.edu.vn/Uploads/image/News/Thumbnails/2015/7/Thumbnails13542015125416.jpg	(from http://ueb.vnu.edu.vn/)
19:01:53	25102/25102	---M--	200	added ('OK')	image/jpeg	etag:%228091fbb62a90cf1:0%22	http://ueb.vnu.edu.vn/images/Red/datlamtrangchu.jpg	C:/Users/Bang%20Tran/Desktop/httpueb.vnu.edu.vn/ueb/ueb.vnu.edu.vn/images/Red/datlamtrangchu.jpg	(from http://ueb.vnu.edu.vn/css/trangchuTV_moi/red.css)
19:01:53	1145481/1145481	---M--	200	added ('OK')	image/jpeg	etag:%2212f9601b83f1d31:0%22	http://ueb.edu.vn//Uploads/image/News/Thumbnails/2018/5/Thumbnails22122018111232.jpg	C:/Users/Bang%20Tran/Desktop/httpueb.vnu.edu.vn/ueb/ueb.edu.vn/Uploads/image/News/Thumbnails/2018/5/Thumbnails22122018111232.jpg	(from http://ueb.vnu.edu.vn/)
19:01:56	17315/17315	---M--	200	added ('OK')	image/jpeg	etag:%220a7911d4d90cf1:0%22	http://ueb.vnu.edu.vn/images/Red/bg_bottom_left.jpg	C:/Users/Bang%20Tran/Desktop/httpueb.vnu.edu.vn/ueb/ueb.vnu.edu.vn/images/Red/bg_bottom_left.jpg	(from http://ueb.vnu.edu.vn/css/trangchuTV_moi/red.css)
19:01:56	17055/17055	---M--	200	added ('OK')	image/jpeg	etag:%228020577c4d90cf1:0%22	http://ueb.vnu.edu.vn/images/Red/bg_bottom_right.jpg	C:/Users/Bang%20Tran/Desktop/httpueb.vnu.edu.vn/ueb/ueb.vnu.edu.vn/images/Red/bg_bottom_right.jpg	(from http://ueb.vnu.edu.vn/css/trangchuTV_moi/red.css)
19:01:57	1490/1490	---M--	200	added ('OK')	text/html	etag:%2207a1683c254ce1:0%22	http://ueb.vnu.edu.vn/images/sliders/arrow-slider.html	C:/Users/Bang%20Tran/Desktop/httpueb.vnu.edu.vn/ueb/ueb.vnu.edu.vn/images/sliders/arrow-slider.html	(from http://ueb.vnu.edu.vn/js/nivo-slider/nivo-slider.css)
19:01:57	1608/1608	---M--	200	added ('OK')	image/png	etag:%2205e4cf27752ce1:0%22	http://ueb.vnu.edu.vn/js/nivo-slider/arrows.png	C:/Users/Bang%20Tran/Desktop/httpueb.vnu.edu.vn/ueb/ueb.vnu.edu.vn/js/nivo-slider/arrows.png	(from http://ueb.vnu.edu.vn/js/nivo-slider/nivo-slider.css)
19:01:58	1281/1281	---M--	200	added ('OK')	image/png	etag:%220deb6a8a8ecd1:0%22	http://ueb.vnu.edu.vn/js/nivo-slider/bullets.png	C:/Users/Bang%20Tran/Desktop/httpueb.vnu.edu.vn/ueb/ueb.vnu.edu.vn/js/nivo-slider/bullets.png	(from http://ueb.vnu.edu.vn/js/nivo-slider/nivo-slider.css)
19:02:01	26959/26959	---M--	200	added ('OK')	image/jpeg	etag:%22066ee6e4e90cf1:0%22	http://ueb.vnu.edu.vn/images/Red/bg_menu_bottom.jpg	C:/Users/Bang%20Tran/Desktop/httpueb.vnu.edu.vn/ueb/ueb.vnu.edu.vn/images/Red/bg_menu_bottom.jpg	(from http://ueb.vnu.edu.vn/css/trangchuTV_moi/red.css)
19:02:01	96108/96108	---M--	200	added ('OK')	image/jpeg	etag:%220fbdb222790cf1:0%22	http://ueb.vnu.edu.vn/images/Red/banner.jpg	C:/Users/Bang%20Tran/Desktop/httpueb.vnu.edu.vn/ueb/ueb.vnu.edu.vn/images/Red/banner.jpg	(from http://ueb.vnu.edu.vn/css/trangchuTV_moi/red.css)
19:02:02	25395/25395	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22dc4d1cc5bf41ce1:0%22	http://ueb.vnu.edu.vn/css/cream_tabs/font/fontawesome-webfont.eot?v=3.0.1	C:/Users/Bang%20Tran/Desktop/httpueb.vnu.edu.vn/ueb/ueb.vnu.edu.vn/css/cream_tabs/font/fontawesome-webfont3294.eot	(from http://ueb.vnu.edu.vn/css/cream_tabs/font-awesome.css)
19:02:05	25395/25395	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22dc4d1cc5bf41ce1:0%22	http://ueb.vnu.edu.vn/css/cream_tabs/font/fontawesome-webfont.eot?	C:/Users/Bang%20Tran/Desktop/httpueb.vnu.edu.vn/ueb/ueb.vnu.edu.vn/css/cream_tabs/font/fontawesome-webfontd41d.eot	(from http://ueb.vnu.edu.vn/css/cream_tabs/font-awesome.css)
19:02:06	29380/29380	---M--	200	added ('OK')	font/x-woff	etag:%22741328c5bf41ce1:0%22	http://ueb.vnu.edu.vn/css/cream_tabs/font/fontawesome-webfont.woff?v=3.0.1	C:/Users/Bang%20Tran/Desktop/httpueb.vnu.edu.vn/ueb/ueb.vnu.edu.vn/css/cream_tabs/font/fontawesome-webfont3294.woff	(from http://ueb.vnu.edu.vn/css/cream_tabs/font-awesome.css)
19:02:08	55096/55096	---M--	200	added ('OK')	application/octet-stream	etag:%224ce091c5bf41ce1:0%22	http://ueb.vnu.edu.vn/css/cream_tabs/font/fontawesome-webfont.ttf?v=3.0.1	C:/Users/Bang%20Tran/Desktop/httpueb.vnu.edu.vn/ueb/ueb.vnu.edu.vn/css/cream_tabs/font/fontawesome-webfont3294.ttf	(from http://ueb.vnu.edu.vn/css/cream_tabs/font-awesome.css)
19:02:11	375971/375971	---M--	200	added ('OK')	image/jpeg	etag:%228ee97281bdcd61:0%22	http://ueb.edu.vn/images/dhkttiengviet.jpg	C:/Users/Bang%20Tran/Desktop/httpueb.vnu.edu.vn/ueb/ueb.edu.vn/images/dhkttiengviet.jpg	(from http://ueb.edu.vn/StyleSheets/DHKT/Home.css)
19:02:12	5995/5995	---M--	200	added ('OK')	text/css	etag:%22176b-48feeb5af5e00%22	http://p3nlhclust404.shr.prod.phx3.secureserver.net/SharedContent/404-etc-styles.css	C:/Users/Bang%20Tran/Desktop/httpueb.vnu.edu.vn/ueb/p3nlhclust404.shr.prod.phx3.secureserver.net/SharedContent/404-etc-styles.css	(from http://ueb.vnu.edu.vn/images/sliders/arrow-slider.html)
19:02:12	460/460	---M--	200	added ('OK')	image/gif	etag:%221cc-48fea59e2d600%22	http://p3nlhclust404.shr.prod.phx3.secureserver.net/SharedContent/images/body-bg.gif	C:/Users/Bang%20Tran/Desktop/httpueb.vnu.edu.vn/ueb/p3nlhclust404.shr.prod.phx3.secureserver.net/SharedContent/images/body-bg.gif	(from http://p3nlhclust404.shr.prod.phx3.secureserver.net/SharedContent/404-etc-styles.css)
19:02:13	76/76	---M--	200	added ('OK')	image/gif	etag:%224c-48fea7c74ef00%22	http://p3nlhclust404.shr.prod.phx3.secureserver.net/SharedContent/images/info-top-bg.gif	C:/Users/Bang%20Tran/Desktop/httpueb.vnu.edu.vn/ueb/p3nlhclust404.shr.prod.phx3.secureserver.net/SharedContent/images/info-top-bg.gif	(from http://p3nlhclust404.shr.prod.phx3.secureserver.net/SharedContent/404-etc-styles.css)
